DataObjectName,DataObjectField,Value,TimeStamp
DecanterMB,LavaggioInterno,False,2025-01-10 12:34:15.387269
DecanterMB,MarciaEspulsore,False,2025-01-10 12:34:15.387278
DecanterMB,MarciaDecanter,True,2025-01-10 12:36:42.986078
DecanterMB,MarciaEspulsore,True,2025-01-10 12:36:42.986086
DecanterMB,CicloAttivo,True,2025-01-10 12:36:42.986094
DecanterMB,MarciaPmpFango,True,2025-01-10 12:38:44.983581
DecanterMB,MarciaCocleaFango,True,2025-01-10 12:39:14.987698
DecanterMB,MarciaPmpFango,False,2025-01-10 12:39:45.987435
DecanterMB,CicloAttivo,False,2025-01-10 12:39:45.987444
DecanterMB,MarciaCocleaFango,False,2025-01-10 12:41:14.984115
DecanterMB,LavaggioInterno,True,2025-01-10 12:41:14.984123
DecanterMB,MarciaCocleaFango,True,2025-01-10 12:41:34.987301
DecanterMB,MarciaCocleaFango,False,2025-01-10 12:41:54.987726
DecanterMB,LavaggioInterno,False,2025-01-10 12:43:14.986376
DecanterMB,LavaggioEsterno,True,2025-01-10 12:43:14.986384
DecanterMB,MarciaDecanter,False,2025-01-10 12:44:44.986748
DecanterMB,LavaggioInterno,True,2025-01-10 12:44:44.986757
DecanterMB,LavaggioEsterno,False,2025-01-10 12:44:44.986765
DecanterMB,MarciaCocleaFango,True,2025-01-10 12:46:20.988935
DecanterMB,LavaggioInterno,False,2025-01-10 12:46:20.988944
DecanterMB,MarciaCocleaFango,False,2025-01-10 12:46:29.987919
DecanterMB,LavaggioInterno,True,2025-01-10 12:46:29.987927
DecanterMB,LavaggioInterno,False,2025-01-10 12:47:14.985552
DecanterMB,MarciaEspulsore,False,2025-01-10 12:47:14.985561
DecanterMB,MarciaDecanter,True,2025-01-22 12:47:06.986642
DecanterMB,MarciaEspulsore,True,2025-01-22 12:47:06.986651
DecanterMB,CicloAttivo,True,2025-01-22 12:47:06.986659
DecanterMB,MarciaPmpFango,True,2025-01-22 12:49:06.785413
DecanterMB,MarciaCocleaFango,True,2025-01-22 12:49:32.78499
DecanterMB,MarciaPmpFango,False,2025-01-22 12:51:58.789078
DecanterMB,MarciaPmpFango,True,2025-01-22 12:53:18.786482
DecanterMB,AllarmeCorrenteTamburo,True,2025-01-22 14:46:32.380962
DecanterMB,MarciaPmpFango,False,2025-01-22 14:46:32.585587
DecanterMB,AllarmeCorrenteTamburo,False,2025-01-22 14:46:33.384702
DecanterMB,MarciaPmpFango,True,2025-01-22 14:47:02.588628
DecanterMB,AllarmeCorrenteTamburo,True,2025-01-22 14:47:34.386006
DecanterMB,MarciaPmpFango,False,2025-01-22 14:47:34.586899
DecanterMB,AllarmeCorrenteTamburo,False,2025-01-22 14:47:35.387254
DecanterMB,MarciaPmpFango,True,2025-01-22 14:48:04.587948
DecanterMB,AllarmeCorrenteTamburo,True,2025-01-22 14:49:24.386886
DecanterMB,MarciaPmpFango,False,2025-01-22 14:49:24.587906
DecanterMB,AllarmeCorrenteTamburo,False,2025-01-22 14:49:26.384081
DecanterMB,AllarmeCorrenteTamburo,True,2025-01-22 14:49:47.384634
DecanterMB,AllarmeCorrenteTamburo,False,2025-01-22 14:49:49.385018
DecanterMB,MarciaPmpFango,True,2025-01-22 14:49:54.585634
DecanterMB,AllarmeCorrenteTamburo,True,2025-01-22 14:50:11.385446
DecanterMB,MarciaPmpFango,False,2025-01-22 14:50:11.585522
DecanterMB,AllarmeCorrenteTamburo,False,2025-01-22 14:50:12.385898
DecanterMB,MarciaPmpFango,True,2025-01-22 14:50:41.584219
DecanterMB,AllarmeCorrenteTamburo,True,2025-01-22 14:51:59.385005
DecanterMB,MarciaPmpFango,False,2025-01-22 14:51:59.586685
DecanterMB,AllarmeCorrenteTamburo,False,2025-01-22 14:52:01.386988
DecanterMB,AllarmeCorrenteTamburo,True,2025-01-22 14:52:18.387719
DecanterMB,AllarmeCorrenteTamburo,False,2025-01-22 14:52:20.387938
DecanterMB,AllarmeCorrenteTamburo,True,2025-01-22 14:52:22.388684
DecanterMB,AllarmeCorrenteTamburo,False,2025-01-22 14:52:24.385474
DecanterMB,AllarmeCorrenteTamburo,True,2025-01-22 14:52:25.389586
DecanterMB,AllarmeCorrenteTamburo,False,2025-01-22 14:52:27.385948
DecanterMB,MarciaPmpFango,True,2025-01-22 14:52:29.588047
DecanterMB,AllarmeCorrenteTamburo,True,2025-01-22 14:52:41.384906
DecanterMB,MarciaPmpFango,False,2025-01-22 14:52:41.584836
DecanterMB,AllarmeCorrenteTamburo,False,2025-01-22 14:52:43.386002
DecanterMB,AllarmeCorrenteTamburo,True,2025-01-22 14:52:48.386514
DecanterMB,AllarmeCorrenteTamburo,False,2025-01-22 14:52:49.390569
DecanterMB,AllarmeCorrenteTamburo,True,2025-01-22 14:52:52.385286
DecanterMB,AllarmeCorrenteTamburo,False,2025-01-22 14:52:54.383871
DecanterMB,AllarmeCorrenteTamburo,True,2025-01-22 14:52:59.387304
DecanterMB,AllarmeCorrenteTamburo,False,2025-01-22 14:53:01.389134
DecanterMB,AllarmeCorrenteTamburo,True,2025-01-22 14:53:04.385907
DecanterMB,AllarmeCorrenteTamburo,False,2025-01-22 14:53:05.385436
DecanterMB,AllarmeCorrenteTamburo,True,2025-01-22 14:53:09.385549
DecanterMB,AllarmeCorrenteTamburo,False,2025-01-22 14:53:10.384668
DecanterMB,MarciaPmpFango,True,2025-01-22 14:53:11.584792
DecanterMB,AllarmeCorrenteTamburo,True,2025-01-22 14:53:32.385109
DecanterMB,MarciaPmpFango,False,2025-01-22 14:53:32.585095
DecanterMB,AllarmeCorrenteTamburo,False,2025-01-22 14:53:33.384632
DecanterMB,MarciaPmpFango,True,2025-01-22 14:54:01.584524
DecanterMB,AllarmeCorrenteTamburo,True,2025-01-22 14:54:32.385928
DecanterMB,MarciaPmpFango,False,2025-01-22 14:54:32.586871
DecanterMB,AllarmeCorrenteTamburo,False,2025-01-22 14:54:34.385566
DecanterMB,MarciaPmpFango,True,2025-01-22 14:55:02.587944
DecanterMB,AllarmeCorrenteTamburo,True,2025-01-22 14:55:08.385711
DecanterMB,MarciaPmpFango,False,2025-01-22 14:55:08.587728
DecanterMB,AllarmeCorrenteTamburo,False,2025-01-22 14:55:09.385979
DecanterMB,AllarmeCorrenteTamburo,True,2025-01-22 14:55:21.387379
DecanterMB,AllarmeCorrenteTamburo,False,2025-01-22 14:55:24.388815
DecanterMB,AllarmeCorrenteTamburo,True,2025-01-22 14:55:31.385239
DecanterMB,AllarmeCorrenteTamburo,False,2025-01-22 14:55:32.385091
DecanterMB,AllarmeCorrenteTamburo,True,2025-01-22 14:55:35.384912
DecanterMB,AllarmeCorrenteTamburo,False,2025-01-22 14:55:36.388217
DecanterMB,MarciaPmpFango,True,2025-01-22 14:55:37.574168
DecanterMB,AllarmeCorrenteTamburo,True,2025-01-22 14:55:50.388057
DecanterMB,MarciaPmpFango,False,2025-01-22 14:55:50.589181
DecanterMB,AllarmeCorrenteTamburo,False,2025-01-22 14:55:51.381982
DecanterMB,MarciaPmpFango,True,2025-01-22 14:56:19.585819
DecanterMB,AllarmeCorrenteTamburo,True,2025-01-22 14:57:07.387794
DecanterMB,MarciaPmpFango,False,2025-01-22 14:57:07.582248
DecanterMB,AllarmeCorrenteTamburo,False,2025-01-22 14:57:08.381514
DecanterMB,AllarmeCorrenteTamburo,True,2025-01-22 14:57:34.38808
DecanterMB,AllarmeCorrenteTamburo,False,2025-01-22 14:57:35.389088
DecanterMB,MarciaPmpFango,True,2025-01-22 14:57:36.58503
DecanterMB,AllarmeCorrenteTamburo,True,2025-01-22 14:57:37.384946
DecanterMB,MarciaPmpFango,False,2025-01-22 14:57:37.586471
DecanterMB,AllarmeCorrenteTamburo,False,2025-01-22 14:57:39.387412
DecanterMB,AllarmeCorrenteTamburo,True,2025-01-22 14:57:41.386354
DecanterMB,AllarmeCorrenteTamburo,False,2025-01-22 14:57:43.385115
DecanterMB,AllarmeCorrenteTamburo,True,2025-01-22 14:57:45.386398
DecanterMB,AllarmeCorrenteTamburo,False,2025-01-22 14:57:47.384052
DecanterMB,AllarmeCorrenteTamburo,True,2025-01-22 14:57:48.386676
DecanterMB,AllarmeCorrenteTamburo,False,2025-01-22 14:57:52.384475
DecanterMB,AllarmeCorrenteTamburo,True,2025-01-22 14:57:53.38863
DecanterMB,AllarmeCorrenteTamburo,False,2025-01-22 14:57:55.387496
DecanterMB,AllarmeCorrenteTamburo,True,2025-01-22 14:58:02.385345
DecanterMB,AllarmeCorrenteTamburo,False,2025-01-22 14:58:03.385726
DecanterMB,MarciaPmpFango,True,2025-01-22 14:58:07.57351
DecanterMB,AllarmeCorrenteTamburo,True,2025-01-22 14:58:10.385379
DecanterMB,MarciaPmpFango,False,2025-01-22 14:58:10.588307
DecanterMB,AllarmeCorrenteTamburo,False,2025-01-22 14:58:14.386967
DecanterMB,MarciaPmpFango,True,2025-01-22 14:58:39.587589
DecanterMB,AllarmeCorrenteTamburo,True,2025-01-22 14:59:41.384375
DecanterMB,MarciaPmpFango,False,2025-01-22 14:59:41.585488
DecanterMB,AllarmeCorrenteTamburo,False,2025-01-22 14:59:43.38819
DecanterMB,AllarmeCorrenteTamburo,True,2025-01-22 14:59:44.388316
DecanterMB,AllarmeCorrenteTamburo,False,2025-01-22 14:59:45.388167
DecanterMB,AllarmeCorrenteTamburo,True,2025-01-22 14:59:49.387036
DecanterMB,AllarmeCorrenteTamburo,False,2025-01-22 14:59:50.388008
DecanterMB,AllarmeCorrenteTamburo,True,2025-01-22 14:59:56.385418
DecanterMB,AllarmeCorrenteTamburo,False,2025-01-22 14:59:58.384679
DecanterMB,AllarmeCorrenteTamburo,True,2025-01-22 15:00:00.3864
DecanterMB,AllarmeCorrenteTamburo,False,2025-01-22 15:00:02.384303
DecanterMB,AllarmeCorrenteTamburo,True,2025-01-22 15:00:04.386997
DecanterMB,AllarmeCorrenteTamburo,False,2025-01-22 15:00:10.38822
DecanterMB,MarciaPmpFango,True,2025-01-22 15:00:10.588211
DecanterMB,AllarmeCorrenteTamburo,True,2025-01-22 15:00:12.38946
DecanterMB,MarciaPmpFango,False,2025-01-22 15:00:12.584325
DecanterMB,AllarmeCorrenteTamburo,False,2025-01-22 15:00:16.383885
DecanterMB,AllarmeCorrenteTamburo,True,2025-01-22 15:00:20.385324
DecanterMB,AllarmeCorrenteTamburo,False,2025-01-22 15:00:21.388254
DecanterMB,AllarmeCorrenteTamburo,True,2025-01-22 15:00:22.384594
DecanterMB,AllarmeCorrenteTamburo,False,2025-01-22 15:00:26.387769
DecanterMB,AllarmeCorrenteTamburo,True,2025-01-22 15:00:27.388591
DecanterMB,AllarmeCorrenteTamburo,False,2025-01-22 15:00:29.389443
DecanterMB,AllarmeCorrenteTamburo,True,2025-01-22 15:00:32.386347
DecanterMB,AllarmeCorrenteTamburo,False,2025-01-22 15:00:33.386233
DecanterMB,AllarmeCorrenteTamburo,True,2025-01-22 15:00:37.386337
DecanterMB,AllarmeCorrenteTamburo,False,2025-01-22 15:00:40.384916
DecanterMB,MarciaPmpFango,True,2025-01-22 15:00:41.585719
DecanterMB,AllarmeCorrenteTamburo,True,2025-01-22 15:00:42.385778
DecanterMB,MarciaPmpFango,False,2025-01-22 15:00:42.586672
DecanterMB,AllarmeCorrenteTamburo,False,2025-01-22 15:00:43.38698
DecanterMB,AllarmeCorrenteTamburo,True,2025-01-22 15:00:46.387888
DecanterMB,AllarmeCorrenteTamburo,False,2025-01-22 15:00:48.387272
DecanterMB,AllarmeCorrenteTamburo,True,2025-01-22 15:00:54.385463
DecanterMB,AllarmeCorrenteTamburo,False,2025-01-22 15:00:56.384065
DecanterMB,AllarmeCorrenteTamburo,True,2025-01-22 15:01:02.384736
DecanterMB,AllarmeCorrenteTamburo,False,2025-01-22 15:01:04.388292
DecanterMB,AllarmeCorrenteTamburo,True,2025-01-22 15:01:07.384876
DecanterMB,AllarmeCorrenteTamburo,False,2025-01-22 15:01:08.380035
DecanterMB,AllarmeCorrenteTamburo,True,2025-01-22 15:01:09.585992
DecanterMB,AllarmeCorrenteTamburo,False,2025-01-22 15:01:12.388148
DecanterMB,MarciaPmpFango,True,2025-01-22 15:01:12.589027
DecanterMB,AllarmeCorrenteTamburo,True,2025-01-22 15:01:14.388442
DecanterMB,MarciaPmpFango,False,2025-01-22 15:01:14.58433
DecanterMB,AllarmeCorrenteTamburo,False,2025-01-22 15:01:15.384457
DecanterMB,AllarmeCorrenteTamburo,True,2025-01-22 15:01:17.389872
DecanterMB,AllarmeCorrenteTamburo,False,2025-01-22 15:01:19.38652
DecanterMB,AllarmeCorrenteTamburo,True,2025-01-22 15:01:23.386936
DecanterMB,AllarmeCorrenteTamburo,False,2025-01-22 15:01:27.387664
DecanterMB,AllarmeCorrenteTamburo,True,2025-01-22 15:01:30.386613
DecanterMB,AllarmeCorrenteTamburo,False,2025-01-22 15:01:31.388666
DecanterMB,AllarmeCorrenteTamburo,True,2025-01-22 15:01:33.381545
DecanterMB,AllarmeCorrenteTamburo,False,2025-01-22 15:01:35.389292
DecanterMB,AllarmeCorrenteTamburo,True,2025-01-22 15:01:36.388622
DecanterMB,AllarmeCorrenteTamburo,False,2025-01-22 15:01:38.588146
DecanterMB,AllarmeCorrenteTamburo,True,2025-01-22 15:01:41.385329
DecanterMB,AllarmeCorrenteTamburo,False,2025-01-22 15:01:42.386759
DecanterMB,MarciaPmpFango,True,2025-01-22 15:01:43.585382
DecanterMB,AllarmeCorrenteTamburo,True,2025-01-22 15:01:45.387828
DecanterMB,MarciaPmpFango,False,2025-01-22 15:01:45.588876
DecanterMB,AllarmeCorrenteTamburo,False,2025-01-22 15:01:49.388521
DecanterMB,AllarmeCorrenteTamburo,True,2025-01-22 15:01:55.388814
DecanterMB,AllarmeCorrenteTamburo,False,2025-01-22 15:01:57.388856
DecanterMB,AllarmeCorrenteTamburo,True,2025-01-22 15:02:01.381033
DecanterMB,AllarmeCorrenteTamburo,False,2025-01-22 15:02:05.382692
DecanterMB,MarciaPmpFango,True,2025-01-22 15:02:15.586459
DecanterMB,AllarmeCorrenteTamburo,True,2025-01-22 15:02:16.384986
DecanterMB,MarciaPmpFango,False,2025-01-22 15:02:16.586008
DecanterMB,AllarmeCorrenteTamburo,False,2025-01-22 15:02:20.388386
DecanterMB,AllarmeCorrenteTamburo,True,2025-01-22 15:02:25.387441
DecanterMB,AllarmeCorrenteTamburo,False,2025-01-22 15:02:29.383776
DecanterMB,AllarmeCorrenteTamburo,True,2025-01-22 15:02:42.388635
DecanterMB,AllarmeCorrenteTamburo,False,2025-01-22 15:02:43.586039
DecanterMB,MarciaPmpFango,True,2025-01-22 15:02:45.587132
DecanterMB,AllarmeCorrenteTamburo,True,2025-01-22 15:02:47.383807
DecanterMB,MarciaPmpFango,False,2025-01-22 15:02:47.584401
DecanterMB,AllarmeCorrenteTamburo,False,2025-01-22 15:02:50.734372
DecanterMB,AllarmeCorrenteTamburo,True,2025-01-22 15:03:23.048082
DecanterMB,AllarmeCorrenteTamburo,False,2025-01-22 15:03:30.81794
DecanterMB,AllarmeCorrenteTamburo,True,2025-01-22 15:03:35.988164
DecanterMB,AllarmeCorrenteTamburo,False,2025-01-22 15:03:38.988486
DecanterMB,AllarmeCorrenteTamburo,True,2025-01-22 15:03:45.988619
DecanterMB,AllarmeCorrenteTamburo,False,2025-01-22 15:03:46.985273
DecanterMB,MarciaPmpFango,True,2025-01-22 15:03:47.982452
DecanterMB,MarciaPmpFango,False,2025-01-22 15:04:11.98804
DecanterMB,AllarmeCorrenteTamburo,True,2025-01-22 15:04:11.988061
DecanterMB,AllarmeCorrenteTamburo,False,2025-01-22 15:04:16.986591
DecanterMB,AllarmeCorrenteTamburo,True,2025-01-22 15:04:22.988797
DecanterMB,AllarmeCorrenteTamburo,False,2025-01-22 15:04:23.981392
DecanterMB,AllarmeCorrenteTamburo,True,2025-01-22 15:04:38.987322
DecanterMB,AllarmeCorrenteTamburo,False,2025-01-22 15:04:39.984803
DecanterMB,MarciaPmpFango,True,2025-01-22 15:04:41.986965
DecanterMB,MarciaPmpFango,False,2025-01-22 15:04:42.986624
DecanterMB,AllarmeCorrenteTamburo,True,2025-01-22 15:04:42.986646
DecanterMB,AllarmeCorrenteTamburo,False,2025-01-22 15:04:43.986446
DecanterMB,AllarmeCorrenteTamburo,True,2025-01-22 15:05:07.982448
DecanterMB,MarciaPmpFango,True,2025-01-22 15:05:11.985924
DecanterMB,AllarmeCorrenteTamburo,False,2025-01-22 15:05:11.985958
DecanterMB,MarciaPmpFango,False,2025-01-22 15:05:29.986243
DecanterMB,AllarmeCorrenteTamburo,True,2025-01-22 15:05:29.986277
DecanterMB,AllarmeCorrenteTamburo,False,2025-01-22 15:05:31.986973
DecanterMB,AllarmeCorrenteTamburo,True,2025-01-22 15:05:44.984608
DecanterMB,AllarmeCorrenteTamburo,False,2025-01-22 15:05:45.984755
DecanterMB,MarciaPmpFango,True,2025-01-22 15:05:58.98585
DecanterMB,MarciaPmpFango,False,2025-01-22 15:06:15.983833
DecanterMB,AllarmeCorrenteTamburo,True,2025-01-22 15:06:15.983855
DecanterMB,AllarmeCorrenteTamburo,False,2025-01-22 15:06:17.984706
DecanterMB,AllarmeCorrenteTamburo,True,2025-01-22 15:06:34.985907
DecanterMB,AllarmeCorrenteTamburo,False,2025-01-22 15:06:35.987263
DecanterMB,MarciaPmpFango,True,2025-01-22 15:06:45.987662
DecanterMB,MarciaPmpFango,False,2025-01-22 15:06:57.985126
DecanterMB,AllarmeCorrenteTamburo,True,2025-01-22 15:06:57.985147
DecanterMB,AllarmeCorrenteTamburo,False,2025-01-22 15:06:58.98174
DecanterMB,AllarmeCorrenteTamburo,True,2025-01-22 15:07:02.987278
DecanterMB,AllarmeCorrenteTamburo,False,2025-01-22 15:07:03.9855
DecanterMB,AllarmeCorrenteTamburo,True,2025-01-22 15:07:13.983804
DecanterMB,AllarmeCorrenteTamburo,False,2025-01-22 15:07:15.985637
DecanterMB,AllarmeCorrenteTamburo,True,2025-01-22 15:07:18.986273
DecanterMB,AllarmeCorrenteTamburo,False,2025-01-22 15:07:22.989177
DecanterMB,MarciaPmpFango,True,2025-01-22 15:07:27.988604
DecanterMB,MarciaPmpFango,False,2025-01-22 15:07:40.986251
DecanterMB,AllarmeCorrenteTamburo,True,2025-01-22 15:07:40.986274
DecanterMB,AllarmeCorrenteTamburo,False,2025-01-22 15:07:42.986375
DecanterMB,AllarmeCorrenteTamburo,True,2025-01-22 15:07:51.98665
DecanterMB,AllarmeCorrenteTamburo,False,2025-01-22 15:07:52.986419
DecanterMB,AllarmeCorrenteTamburo,True,2025-01-22 15:07:56.987688
DecanterMB,AllarmeCorrenteTamburo,False,2025-01-22 15:07:58.985192
DecanterMB,MarciaPmpFango,True,2025-01-22 15:08:10.986585
DecanterMB,MarciaPmpFango,False,2025-01-22 15:08:12.98447
DecanterMB,AllarmeCorrenteTamburo,True,2025-01-22 15:08:12.984504
DecanterMB,AllarmeCorrenteTamburo,False,2025-01-22 15:08:13.987393
DecanterMB,AllarmeCorrenteTamburo,True,2025-01-22 15:08:14.988864
DecanterMB,AllarmeCorrenteTamburo,False,2025-01-22 15:08:16.98366
DecanterMB,MarciaPmpFango,True,2025-01-22 15:08:41.987732
DecanterMB,MarciaPmpFango,False,2025-01-22 15:08:45.987129
DecanterMB,AllarmeCorrenteTamburo,True,2025-01-22 15:08:45.987151
DecanterMB,AllarmeCorrenteTamburo,False,2025-01-22 15:08:47.989211
DecanterMB,AllarmeCorrenteTamburo,True,2025-01-22 15:08:53.988691
DecanterMB,AllarmeCorrenteTamburo,False,2025-01-22 15:08:54.98509
DecanterMB,MarciaPmpFango,True,2025-01-22 15:09:14.988125
DecanterMB,MarciaPmpFango,False,2025-01-22 15:10:03.983664
DecanterMB,AllarmeCorrenteTamburo,True,2025-01-22 15:10:03.983707
DecanterMB,AllarmeCorrenteTamburo,False,2025-01-22 15:10:04.98745
DecanterMB,AllarmeCorrenteTamburo,True,2025-01-22 15:10:09.98908
DecanterMB,AllarmeCorrenteTamburo,False,2025-01-22 15:10:13.98675
DecanterMB,AllarmeCorrenteTamburo,True,2025-01-22 15:10:18.985545
DecanterMB,AllarmeCorrenteTamburo,False,2025-01-22 15:10:21.982881
DecanterMB,AllarmeCorrenteTamburo,True,2025-01-22 15:10:22.984911
DecanterMB,AllarmeCorrenteTamburo,False,2025-01-22 15:10:30.98769
DecanterMB,AllarmeCorrenteTamburo,True,2025-01-22 15:10:33.984984
DecanterMB,AllarmeCorrenteTamburo,False,2025-01-22 15:10:49.989418
DecanterMB,AllarmeCorrenteTamburo,True,2025-01-22 15:11:03.984788
DecanterMB,AllarmeCorrenteTamburo,False,2025-01-22 15:11:11.988984
DecanterMB,AllarmeCorrenteTamburo,True,2025-01-22 15:11:27.98564
DecanterMB,MarciaPmpFango,True,2025-01-22 15:11:35.985597
DecanterMB,AllarmeCorrenteTamburo,False,2025-01-22 15:11:35.985631
DecanterMB,MarciaPmpFango,False,2025-01-22 15:11:49.984171
DecanterMB,AllarmeCorrenteTamburo,True,2025-01-22 15:11:49.984205
DecanterMB,AllarmeCorrenteTamburo,False,2025-01-22 15:11:56.986098
DecanterMB,AllarmeCorrenteTamburo,True,2025-01-22 15:12:12.98473
DecanterMB,AllarmeCorrenteTamburo,False,2025-01-22 15:12:18.98648
DecanterMB,MarciaPmpFango,True,2025-01-22 15:12:19.986261
DecanterMB,MarciaPmpFango,False,2025-01-22 15:12:31.984526
DecanterMB,AllarmeCorrenteTamburo,True,2025-01-22 15:12:31.984561
DecanterMB,AllarmeCorrenteTamburo,False,2025-01-22 15:12:32.989439
DecanterMB,AllarmeCorrenteTamburo,True,2025-01-22 15:12:33.986437
DecanterMB,AllarmeCorrenteTamburo,False,2025-01-22 15:12:40.987123
DecanterMB,AllarmeCorrenteTamburo,True,2025-01-22 15:12:43.988762
DecanterMB,MarciaPmpFango,True,2025-01-22 15:13:03.986187
DecanterMB,AllarmeCorrenteTamburo,False,2025-01-22 15:13:03.986221
DecanterMB,MarciaPmpFango,False,2025-01-22 15:13:04.986857
DecanterMB,AllarmeCorrenteTamburo,True,2025-01-22 15:13:04.986891
DecanterMB,AllarmeCorrenteTamburo,False,2025-01-22 15:13:25.584549
DecanterMB,AllarmeCorrenteTamburo,True,2025-01-22 15:13:26.588219
DecanterMB,MarciaPmpFango,True,2025-01-22 15:13:46.585982
DecanterMB,AllarmeCorrenteTamburo,False,2025-01-22 15:13:46.586004
DecanterMB,MarciaPmpFango,False,2025-01-22 15:13:48.585172
